x coord,y coord,quality,x mm,y mm,x%,y%,image_name,plate
117,189,1.0,-20.470000000000002,6.538695652173915,-0.45488888888888895,0.14530434782608698,2024.09.24_14.00.02.tif,1
235,138,0.9999999999999996,2.525748792270532,16.47753623188406,0.056127750939345154,0.36616747181964576,2024.09.24_14.00.02.tif,1
36,112,0.9999999999999996,-36.25521739130435,21.544396135265703,-0.805671497584541,0.4787643585614601,2024.09.24_14.00.02.tif,1
341,422,0.9999999999999996,23.182946859903385,-38.86816425120774,0.5151765968867419,-0.8637369833601719,2024.09.24_14.00.02.tif,1
339,65,0.9999999999999996,22.793188405797103,30.70371980676329,0.5065152979066023,0.6823048845947397,2024.09.24_14.00.02.tif,1
388,73,0.9166666666666663,32.34227053140097,29.144685990338168,0.7187171229200215,0.6476596886741816,2024.09.24_14.00.02.tif,1
61,272,0.9166666666666663,-31.38323671497585,-9.636280193236717,-0.6974052603327967,-0.2141395598497048,2024.09.24_14.00.02.tif,1
55,417,0.9166666666666663,-32.552512077294686,-37.89376811594204,-0.7233891572732153,-0.8420837359098231,2024.09.24_14.00.02.tif,1
408,124,0.9166666666666663,36.239855072463776,19.20584541062802,0.8053301127214172,0.42679656468062266,2024.09.24_14.00.02.tif,1
301,323,0.875,15.38777777777778,-19.575120772946864,0.34195061728395065,-0.4350026838432636,2024.09.24_14.00.02.tif,1
369,195,0.8749999999999997,28.639565217391308,5.369420289855073,0.6364347826086957,0.1193204508856683,2024.09.24_14.00.02.tif,1
338,32,0.8749999999999997,22.598309178743964,37.134734299516914,0.5021846484165325,0.8252163177670425,2024.09.24_14.00.02.tif,1
282,69,0.8749999999999997,11.685072463768117,29.92420289855073,0.25966827697262485,0.6649822866344606,2024.09.24_14.00.02.tif,1
67,257,0.8749999999999997,-30.21396135265701,-6.713091787439614,-0.671421363392378,-0.1491798174986581,2024.09.24_14.00.02.tif,1
